Zeit;Kanal A
(ms);(V)

-25.04999936;0.71690450
-25.02499936;0.71690450
-24.99999936;0.71690450
-24.97499936;0.69801920
-24.94999936;0.71690450
-24.92499936;0.71690450
-24.89999936;0.71690450
-24.87499936;0.71690450
-24.84999936;0.71690450
-24.82499936;0.71690450
-24.79999936;0.71690450
-24.77499936;0.71690450
-24.74999936;0.71690450
-24.72499936;0.71690450
-24.69999937;0.71690450
-24.67499937;0.71690450
-24.64999937;0.71690450
-24.62499937;0.71690450
-24.59999937;0.69801920
-24.57499937;0.71690450
-24.54999937;0.71690450
-24.52499937;0.69801920
-24.49999937;0.71690450
-24.47499937;0.71690450
-24.44999937;0.71690450
-24.42499937;0.71690450
-24.39999937;0.71690450
-24.37499937;0.71690450
-24.34999937;0.69801920
-24.32499937;0.71690450
-24.29999938;0.71690450
-24.27499938;0.69801920
-24.24999938;0.71690450
-24.22499938;0.71690450
-24.19999938;0.71690450
-24.17499938;0.71690450
-24.14999938;0.71690450
-24.12499938;0.69801920
-24.09999938;0.71690450
-24.07499938;0.71690450
-24.04999938;0.71690450
-24.02499938;0.71690450
-23.99999938;0.69801920
-23.97499938;0.66031000
-23.94999938;0.71690450
-23.92499938;0.69801920
-23.89999939;0.69801920
-23.87499939;0.71690450
-23.84999939;0.50935040
-23.82499939;0.69801920
-23.79999939;0.69801920
-23.77499939;0.71690450
-23.74999939;0.73578980
-23.72499939;0.66031000
-23.69999939;0.73578980
-23.67499939;0.71690450
-23.64999939;0.71690450
-23.62499939;0.71690450
-23.59999939;0.71690450
-23.57499939;0.71690450
-23.54999939;0.71690450
-23.52499939;0.75461370
-23.49999940;0.69801920
-23.47499940;0.71690450
-23.44999940;0.71690450
-23.42499940;0.71690450
-23.39999940;0.71690450
-23.37499940;0.71690450
-23.34999940;0.71690450
-23.32499940;0.73578980
-23.29999940;0.67919530
-23.27499940;0.71690450
-23.24999940;0.71690450
-23.22499940;0.71690450
-23.19999940;0.71690450
-23.17499940;0.71690450
-23.14999940;0.69801920
-23.12499940;0.79238430
-23.09999941;0.71690450
-23.07499941;0.73578980
-23.04999941;0.71690450
-23.02499941;0.71690450
-22.99999941;0.71690450
-22.97499941;0.71690450
-22.94999941;0.71690450
-22.92499941;0.71690450
-22.89999941;0.73578980
-22.87499941;0.71690450
-22.84999941;0.71690450
-22.82499941;0.71690450
-22.79999941;0.69801920
-22.77499941;0.71690450
-22.74999941;0.71690450
-22.72499942;0.69801920
-22.69999942;0.71690450
-22.67499942;0.71690450
-22.64999942;0.71690450
-22.62499942;0.71690450
-22.59999942;0.71690450
-22.57499942;0.71690450
-22.54999942;0.71690450
-22.52499942;0.71690450
-22.49999942;0.71690450
-22.47499942;0.71690450
-22.44999942;0.71690450
-22.42499942;0.73578980
-22.39999942;0.71690450
-22.37499942;0.71690450
-22.34999942;0.71690450
-22.32499943;0.69801920
-22.29999943;0.71690450
-22.27499943;0.75461370
-22.24999943;0.71690450
-22.22499943;0.71690450
-22.19999943;0.71690450
-22.17499943;0.71690450
-22.14999943;0.71690450
-22.12499943;0.71690450
