Zeit;Kanal A
(ms);(V)

8.10930213;0.62253930
8.13430213;0.60371550
8.15930213;0.62253930
8.18430213;0.60371550
8.20930213;0.60371550
8.23430213;0.62253930
8.25930213;0.60371550
8.28430213;0.60371550
8.30930213;0.62253930
8.33430213;0.60371550
8.35930213;0.62253930
8.38430212;0.60371550
8.40930212;0.60371550
8.43430212;0.62253930
8.45930212;0.62253930
8.48430212;0.60371550
8.50930212;0.62253930
8.53430212;0.62253930
8.55930212;0.66031000
8.58430212;0.64142470
8.60930212;0.62253930
8.63430212;0.62253930
8.65930212;0.64142470
8.68430212;0.62253930
8.70930212;0.62253930
8.73430212;0.60371550
8.75930212;0.60371550
8.78430211;0.62253930
8.80930211;0.62253930
8.83430211;0.62253930
8.85930211;0.60371550
8.88430211;0.62253930
8.90930211;0.60371550
8.93430211;0.58483020
8.95930211;0.62253930
8.98430211;0.62253930
9.00930211;0.60371550
9.03430211;0.60371550
9.05930211;0.60371550
9.08430211;0.62253930
9.10930211;0.60371550
9.13430211;0.60371550
9.15930211;0.62253930
9.18430210;0.60371550
9.20930210;0.62253930
9.23430210;0.60371550
9.25930210;0.62253930
9.28430210;0.60371550
9.30930210;0.62253930
9.33430210;0.62253930
9.35930210;0.62253930
9.38430210;0.62253930
9.40930210;0.62253930
9.43430210;0.58483020
9.45930210;0.62253930
9.48430210;0.62253930
9.50930210;0.64142470
9.53430210;0.62253930
9.55930210;0.62253930
9.58430209;0.60371550
9.60930209;0.60371550
9.63430209;0.60371550
9.65930209;0.62253930
9.68430209;0.62253930
9.70930209;0.64142470
9.73430209;0.56594490
9.75930209;0.60371550
9.78430209;0.60371550
9.80930209;0.83009350
9.83430209;0.60371550
9.85930209;0.64142470
9.88430209;0.60371550
9.90930209;0.62253930
9.93430209;0.62253930
9.95930209;0.62253930
9.98430208;0.64142470
10.00930208;0.62253930
10.03430208;0.60371550
10.05930208;0.62253930
10.08430208;0.60371550
10.10930208;0.60371550
10.13430208;0.62253930
10.15930208;0.62253930
10.18430208;0.60371550
10.20930208;0.60371550
10.23430208;0.60371550
10.25930208;0.62253930
10.28430208;0.60371550
10.30930208;0.62253930
10.33430208;0.62253930
10.35930208;0.56594490
10.38430207;0.62253930
10.40930207;0.60371550
10.43430207;0.62253930
10.45930207;0.60371550
10.48430207;0.62253930
10.50930207;0.62253930
10.53430207;0.62253930
10.55930207;0.60371550
10.58430207;0.58483020
10.60930207;0.62253930
10.63430207;0.62253930
10.65930207;0.62253930
10.68430207;0.60371550
10.70930207;0.60371550
10.73430207;0.60371550
10.75930206;0.62253930
10.78430206;0.60371550
10.80930206;0.62253930
10.83430206;0.60371550
10.85930206;0.62253930
10.88430206;0.60371550
10.90930206;0.60371550
10.93430206;0.60371550
10.95930206;0.62253930
10.98430206;0.64142470
11.00930206;0.62253930
11.03430206;0.62253930
11.05930206;0.62253930
11.08430206;0.62253930
11.10930206;0.62253930
11.13430206;0.60371550
11.15930205;0.62253930
11.18430205;0.62253930
11.20930205;0.64142470
11.23430205;0.60371550
11.25930205;0.60371550
11.28430205;0.62253930
11.30930205;0.60371550
11.33430205;0.60371550
11.35930205;0.62253930
11.38430205;0.60371550
11.40930205;0.60371550
11.43430205;0.54712100
11.45930205;0.62253930
11.48430205;0.62253930
11.50930205;0.60371550
11.53430205;0.62253930
11.55930204;0.62253930
11.58430204;0.60371550
11.60930204;0.60371550
11.63430204;0.60371550
11.65930204;0.64142470
11.68430204;0.60371550
11.70930204;0.62253930
11.73430204;0.62253930
